行け。 	 Go.
列車が混んでいたので、我々は大阪までずっと立ち通しだった。 	 The train was so crowded that we were obliged to stand all the way to Osaka.
ハンガリー語は世界の中で最も難解な言語のうちの一つだと言われています。 	 They say that Hungarian is one of the most difficult languages in the world.
フランス語から英語に翻訳できる人を知ってるかと、トムが尋ねてきた。 	 Tom asked me if I knew anybody who could translate from French into English.
私たちは図書館でトムを30分待ったけど、彼は現れなかった。 	 We waited for Tom at the library for thirty minutes, but he never showed up.
他の皆がいなくなってから、その辺をしばらくブラブラして話さないか？ 	 Why don't you hang around a while after everyone else leaves so we can talk?
夕食までに家に帰ってこなかったこと、お父さんに謝らなくちゃいけないよ。 	 You should apologize to your father for not getting home in time for dinner.
「コーヒーでもどうだい」「できればそうしたいのだが、いくところがあるのでね」 	 How about a cup of coffee? "I'd like to, but I have a previous engagement."
数年前の母の日に、義母にロケットをプレゼントしました。 	 A few years ago, on Mother's Day, I gave my stepmother a locket as a present.
シャワーの後、トムは湯気で曇った鏡を拭いて、ひげを剃った。 	 After getting out of the shower, Tom wiped the fog off the mirror and shaved.
５０セットの製品について５％特別に値引きしていただけませんか。 	 Are you able to grant us a special discount of 5% for 50 sets of the product?
彼は住所を教えてくれたのですが、あいにく私はそれを書き留めておく紙を持っていなかったのです。 	 He told me his address, but unfortunately I had no paper to write it down on.
駅までずっと走って、なんとか八時の電車に間に合った。 	 I managed to catch the 8 o'clock train by running all the way to the station.
何かわからないことがあったら、いつでも聞いてくれればいいからね。 	 If there's anything at all that you don't understand, you can ask me anytime.
日本ではね、調理師は特別な試験を受けないとフグを捌けないんだ。 	 In Japan, chefs must take a special exam to be allowed to prepare pufferfish.
トムって、もう３０歳なのに親に頼りっきりなのよ。 	 In spite of the fact that Tom is thirty, he's still dependent on his parents.
トムってさ、３０歳にもなって親のすねかじってるんだ。 	 In spite of the fact that Tom is thirty, he's still dependent on his parents.
朝から雨がざあざあ降ってるから、どこにも行きたくない。 	 It's been raining heavily since this morning, so I don't want to go anywhere.
配偶者を殺すのは、婚姻関係を終わらせる一つの方法です。ただし、良しとされることではありません。 	 Killing your spouse is one way to end a marriage. However, it's frowned upon.
多くの２０代女性は夏休みに海外へ行く計画をする。 	 Many young women in their 20s plan to go abroad during their summer holidays.
